NAME,QTY,AVG,TOP,BTM
Mana Thistle,1888,88537,97000,79500
Terocone,1951,195093,203000,189000
Nightmare Vine,2565,113015,115000,110500
Primal Fire,199,888331,970000,859000
Primal Shadow,1024,763876,849899,717000
Primal Mana,510,642237,650000,628000
Primal Life,1005,323792,399000,250000
Primal Water,320,728577,759900,709000
