NAME,QTY,AVG,TOP,BTM
Mana Thistle,1070,88169,92498,83274
Terocone,1197,198249,205000,192000
Nightmare Vine,3548,115408,119450,109398
Primal Fire,128,907485,970000,885000
Primal Shadow,758,776407,849899,734000
Primal Mana,460,646822,652998,640000
Primal Life,234,381431,399000,359000
Primal Water,280,735320,795000,726000
