NAME,QTY,AVG,TOP,BTM
Mana Thistle,1742,100151,108945,89500
Terocone,4255,196540,203000,190000
Nightmare Vine,2597,112307,113999,109000
Primal Fire,344,958510,1100000,898999
Primal Shadow,346,805461,850000,760000
Primal Mana,460,667102,700000,640000
Primal Life,1411,298070,322000,288000
Primal Water,761,897398,984499,793000
