NAME,QTY,AVG,TOP,BTM
Mana Thistle,2056,92844,102500,90497
Terocone,1520,200510,201000,199499
Nightmare Vine,1813,112181,113990,107500
Primal Fire,409,934126,1010000,897000
Primal Shadow,704,808697,850000,782998
Primal Mana,577,659000,678998,639000
Primal Life,719,292593,307000,280000
Primal Water,677,823907,918999,757000
