NAME,QTY,AVG,TOP,BTM
Mana Thistle,2228,110387,127499,100000
Terocone,2299,213155,229000,199000
Nightmare Vine,3609,114142,120000,110000
Primal Fire,389,866986,869000,865500
Primal Shadow,201,849997,850000,849993
Primal Mana,258,691387,700749,677899
Primal Life,1265,310525,356998,259000
Primal Water,243,684139,685000,683000
